I1,I2,I3,I4,Amm,Contract,Dep,Sprc,PRC,ZIP,SPECcode,SpecNum
11,171,41,526,276.96,33233,0,0,0,60000,300,10
11,181,15,920,1206.82,30986,17,12,1,60177,444,12
188,179,0,0,1155,19747,11,2,2,60606,942,69
22,175,1,528,970.84,34973,4,6,0,60615,996,15
11,181,29,785,48,70890,12,5,3,60674,168,31
11,171,31,912,3393.5,34964,12,5,1,60126,627,12
22,175,6,696,887.53,34975,4,6,0,60653,996,15
11,171,17,978,11986.48,24512,11,12,1,60120,472,84
11,181,41,399,931,30665,36,5,1,60613,394,11
11,171,42,981,137.31,33233,0,0,0,60000,300,10
11,181,301,732,828,15451,3,12,0,60803,958,39
11,171,18,655,419.7,31001,11,12,1,60609,681,11
11,161,86,254,712.72,28295,7,12,1,60628,538,10
11,171,27,22,169510.06,14631,9,7,0,60601,647,56
11,171,30,156,101,26158,12,5,1,60661,394,83
188,189,0,0,2294.82,26901,3,12,1,60455,208,92
11,171,28,408,169.24,30871,11,12,1,60639,882,11
250,135,0,0,3088.59,27270,4,6,0,60602,244,11
11,171,94,205,545.1,31949,17,5,1,60611,36,12
22,185,2,934,2949.63,67590,4,6,0,60610,857,59
11,171,29,121,1668.2,20337,10,16,1,60609,645,66
188,189,0,0,260330.28,58485,11,1,1,60623,625,24
22,174,100,18,8995.59,36727,16,6,0,60613,888,17
11,161,86,80,24359.71,19852,13,26,5,60661,693,66
270,177,0,0,2082.76,51197,27,6,3,60621,171,12
184,168,0,0,25055.85,19346,11,2,3,90084,701,67
11,171,15,961,100000,3718,23,7,0,60605,736,17
188,179,0,0,41850.03,24393,11,2,2,60611,7,90
184,178,0,0,8525.85,26951,3,2,3,60601,482,94
106,181,0,0,2068.5,19393,15,41,3,60197,798,37
11,161,17,876,4665.71,32909,12,5,1,60004,438,12
11,181,301,0,21824.48,25098,2,26,5,60680,996,89
11,161,92,105,8862.33,26648,2,26,5,60661,803,98
22,175,5,409,99732.22,52492,4,6,0,60604,377,37
11,171,92,178,698.94,31001,11,12,1,60609,681,11
11,171,18,619,125,24835,2,5,1,46406,957,79
11,181,27,775,362.98,33233,0,0,0,60000,300,10
22,185,400,645,7673.14,50325,9,6,3,60647,496,11
250,165,0,0,816.14,31119,4,6,1,60640,935,12
22,175,1,584,5484.26,33359,4,6,0,60622,508,13
270,167,0,0,8813.22,31671,27,6,3,60644,171,12
11,161,85,661,1932.64,24819,11,5,1,60612,488,84
184,178,0,0,1646727.94,48820,3,1,1,60646,361,11
11,181,27,940,1619.33,18086,10,16,1,33178,507,65
22,185,4,811,5896.46,57478,4,6,0,60623,553,44
250,175,0,0,44333.59,31997,4,6,0,60608,59,13
250,165,0,0,541.61,31528,4,6,1,60608,952,12
11,161,92,310,2020.61,27870,2,26,3,60631,334,10
11,161,85,988,377.91,33233,0,0,0,60000,300,10
11,171,30,581,78.68,19755,12,12,1,60609,123,71
22,185,3,465,72201.56,58953,4,6,0,60632,626,46
11,171,92,60,230.43,33233,0,0,0,60000,300,10
11,161,25,13,800,26097,0,0,0,60000,608,96
11,171,86,923,99.87,33233,0,0,0,60000,300,10
11,181,87,270,4474,30871,11,12,1,60639,882,11
250,175,0,0,8280.76,43712,4,6,1,60624,796,25
250,175,0,0,27194.09,33363,4,6,0,60608,508,13
185,179,0,0,448461.69,30038,13,26,1,60607,177,12
22,175,3,498,3587.52,33024,4,6,0,60661,967,12
250,175,0,0,14033.91,31997,4,6,0,60608,59,13
11,181,0,858,10161.13,26901,3,12,1,60455,208,92
11,181,27,723,2215.95,29709,12,5,1,60176,822,11
11,171,92,478,553.79,33233,0,0,0,60000,300,10
11,171,90,362,258.17,30871,11,12,1,60639,882,11
22,174,102,359,450.52,31768,16,6,0,60607,1,13
167,187,0,0,31848.29,29560,1,2,2,60606,160,11
250,175,0,0,45462.82,28401,4,6,0,60628,850,11
11,181,86,717,65.94,33233,0,0,0,60000,300,10
11,171,93,351,2450,29140,11,12,1,49727,594,11
250,175,0,0,8438.52,32291,4,6,0,60640,173,13
11,171,300,285,2748.49,32463,12,5,1,60090,693,12
250,175,0,0,14721.51,28035,4,6,0,60622,649,11
11,171,28,202,60.49,26588,24,5,1,60642,590,85
11,171,89,515,99.8,30043,7,12,1,40285,219,82
22,175,400,240,1084,51044,9,6,3,60612,87,90
11,171,31,666,496.83,24027,10,5,1,60609,610,86
11,171,22,531,93268,30281,11,12,1,60604,617,11
11,181,41,360,130.92,33233,0,0,0,60000,300,10
11,171,28,552,2282.78,48819,12,5,1,60477,85,13
138,164,0,0,41292.72,30223,12,7,0,53201,471,12
250,175,0,0,7652.59,32331,4,6,0,60632,173,13
11,181,28,716,5597.24,41708,12,12,1,60638,946,12
138,184,0,0,22127.24,30223,12,7,0,53201,471,12
154,185,0,0,15444,47144,9,15,1,60501,476,13
11,171,20,579,1482.8,28245,11,12,1,60618,552,10
11,171,388,634,162436.87,24050,2,26,3,60654,60,80
11,171,29,867,248,24845,6,5,1,60428,439,84
22,175,6,749,9001.08,33336,4,6,0,60608,509,13
106,171,0,0,1279.25,20293,0,0,0,60000,285,62
1,118,101,903,500,26097,0,0,0,60000,608,96
11,161,95,617,359.4,29859,3,12,1,60628,818,10
250,165,0,0,6774.95,33387,4,6,0,60651,549,13
188,179,0,0,143102.32,24377,11,2,2,60606,7,90
11,171,30,962,739.5,26051,12,12,1,60618,14,90
11,171,19,640,88593.2,31860,11,12,1,60000,353,12
11,171,15,319,107.07,33233,0,0,0,60000,300,10
11,171,86,341,9467.17,34212,0,0,0,60000,716,14
250,165,0,0,1600.03,31452,4,6,0,60640,729,12
154,175,0,0,744,47144,9,15,1,60501,476,13
11,171,388,896,3524.8,51289,2,7,0,60666,380,35
11,171,21,842,1987.5,24835,2,5,1,46406,957,79
11,181,300,123,1595.6,28296,7,12,1,11747,538,10
184,178,0,0,55000,60159,3,8,0,60106,224,17
22,175,1,119,12375.86,33373,4,6,0,60603,508,13
22,185,3,375,2993.44,68162,4,6,0,60608,169,60
11,171,31,344,588.14,19542,10,16,6,30384,143,71
11,171,300,162,3952.64,24819,11,5,1,60612,488,84
106,171,0,0,10124.84,20293,0,0,0,60000,285,62
11,161,18,678,4741.02,24027,10,5,1,60609,610,86
11,181,87,715,1964.4,30986,17,12,1,60177,444,12
185,189,0,0,51524.24,55230,2,15,1,60631,74,13
159,176,0,0,3660.7,20293,0,0,0,60000,285,62
185,179,0,0,81467.16,17702,13,27,3,60678,618,56
22,174,101,233,8015.19,31662,16,6,0,60640,982,12
11,181,19,57,27240.08,24512,11,12,1,60120,472,84
22,185,4,454,4116.41,34356,4,6,0,60644,114,15
11,171,85,734,63.75,33233,0,0,0,60000,300,10
154,175,0,0,433,46305,9,40,1,60501,476,13
11,161,18,791,5466.54,33493,12,5,1,60617,205,13
188,189,0,0,170039.51,58578,11,8,1,60646,327,26
11,171,90,584,36.19,33233,0,0,0,60000,300,10
250,165,0,0,2476,31386,4,6,1,60643,941,12
11,171,29,851,805.97,24027,10,5,1,60609,610,86
22,185,5,334,1325.18,58950,4,6,0,60652,626,46
250,165,0,0,5398.31,31847,4,6,1,60628,941,12
11,161,95,144,30960,29647,11,12,1,60693,981,10
11,181,17,324,55.98,33233,0,0,0,60000,300,10
185,179,0,0,11404.8,32835,2,4,1,60131,604,12
11,181,28,372,14.96,26588,24,5,1,60642,590,85
22,177,0,352,4586.58,60212,27,6,0,60646,171,12
250,165,0,0,9658.53,37613,4,6,0,60606,510,13
241,174,0,0,6916.57,33696,16,6,0,60614,65,14
158,176,0,0,4268.76,54498,19,15,1,60644,391,13
11,181,86,482,399.48,33233,0,0,0,60000,300,10
11,161,92,480,113388.6,31581,2,7,0,75320,959,12
11,171,29,63,45137.43,24031,10,5,1,60005,610,86
22,185,5,45,45845.81,33366,4,6,0,60617,508,13
241,174,0,0,7301.84,31767,16,6,0,60628,0,13
11,171,17,169,25747,29859,3,12,1,60628,818,10
250,175,0,0,2293.78,43711,4,6,1,60607,796,25
250,175,0,0,3898.45,30628,4,6,0,60661,700,12
11,171,93,913,86058,26235,10,16,1,60106,848,98
138,174,0,0,21197.82,29707,12,7,0,60693,257,12
154,185,0,0,1777,47144,9,15,1,60501,476,13
106,181,0,0,97.51,20293,0,0,0,60000,285,62
250,175,0,0,40127.83,33579,4,6,0,60637,510,13
22,175,6,946,3209.32,44229,4,6,0,60653,53,30
188,179,0,0,2266.85,24363,11,2,2,60601,7,90
11,181,300,789,20622.87,19539,0,0,0,60000,519,65
11,181,86,522,1246.3,29437,14,12,1,60103,583,10
250,175,0,0,16057.04,32006,4,6,0,60616,59,13
11,171,16,672,4353,28295,7,12,1,60628,538,10
11,161,23,259,199.92,28355,2,3,1,60622,179,11
11,171,68,537,100,24835,2,5,1,46406,957,79
254,175,0,0,1250,50230,9,6,3,60612,114,91
22,175,4,557,4683.25,43868,4,6,1,60619,796,25
241,164,0,0,756.58,33697,16,6,0,60660,65,14
11,181,300,739,3272.88,19755,12,12,1,60609,123,71
11,171,40,113,99.99,33233,0,0,0,60000,300,10
11,171,92,445,4140.36,15451,3,12,0,60803,958,39
22,185,5,413,4000,67736,4,6,0,60624,169,60
11,171,67,65,111697.5,12301,34,7,0,60602,887,48
11,171,90,71,4178.8,29859,3,12,1,60628,818,10
167,177,0,0,20430,34452,1,23,2,60631,245,13
11,171,32,102,3282.16,24027,10,5,1,60609,610,86
250,175,0,0,3728.56,28487,4,6,0,60610,850,11
250,165,0,0,9101,33025,4,6,0,60661,955,12
11,171,88,925,9416.94,47594,2,3,1,60630,282,13
138,184,0,0,11089.72,30223,12,7,0,53201,471,12
184,178,0,0,173914.32,21712,3,2,3,68103,485,74
11,171,27,807,338.68,32564,19,5,1,60803,16,12
241,164,0,0,352.09,33699,0,6,0,60622,66,14
11,161,18,396,5087.42,24026,10,5,1,60415,610,86
11,171,69,591,897.75,28090,5,5,1,60035,64,11
22,185,7,582,13822.51,43875,4,6,0,60604,912,30
22,185,1,695,3672.11,67537,4,6,0,60659,857,59
141,104,0,0,2318.86,14134,0,0,0,60000,16,40
22,185,5,188,1853.36,67589,4,6,0,60610,857,59
106,161,0,0,491.34,19393,15,41,3,60197,798,37
241,164,0,0,1098.56,33704,0,6,0,60604,66,14
11,171,20,534,585.6,30871,11,12,1,60639,882,11
250,135,0,0,30240.85,28875,4,6,3,60639,16,12
22,185,400,535,914,51044,9,6,3,60612,87,90
270,177,0,0,1679.34,51190,27,6,3,60617,171,12
22,175,0,648,5606.56,55602,4,6,0,60643,53,30
11,181,2,54,60750,35098,27,7,0,60614,121,16
22,187,0,570,1942.53,51133,27,6,3,60631,171,12
11,161,92,555,727799.62,23031,2,22,1,52627,603,86
11,171,91,790,5000,32413,3,5,1,60612,16,12
11,171,27,367,499,32564,19,5,1,60803,16,12
22,175,0,225,-83.7,58889,4,6,0,60651,626,46
11,171,27,637,661.08,17119,2,3,1,60623,2,60
11,171,41,746,7500,63495,6,7,0,60616,416,53
11,171,17,990,925,21244,0,0,0,60000,589,75
11,171,300,464,32709.4,26648,2,26,5,60661,803,98
11,181,27,708,4155.2,30545,12,12,1,60139,487,12
11,181,86,130,35.39,33233,0,0,0,60000,300,10
11,181,301,928,393500.87,32019,3,12,1,60623,988,11
11,181,85,307,198.4,33233,0,0,0,60000,300,10
250,175,0,0,2081.24,44029,4,6,0,60622,53,30
154,185,0,0,6424,47754,9,15,1,60501,476,13
11,171,16,865,475.61,28296,7,12,1,11747,538,10
11,171,41,413,5512.14,30012,18,7,0,60612,387,12
11,181,28,330,4331.62,29709,12,5,1,60176,822,11
22,175,0,255,833.34,43705,4,6,1,60610,796,25
106,171,0,0,953.85,19393,15,41,3,60197,798,37
22,185,1,212,2809.92,68159,4,6,0,60629,169,60
184,178,0,0,220273.75,32918,3,1,1,60622,33,13
22,185,3,157,15173.25,68171,4,6,0,60657,169,60
188,179,0,0,6454.07,24390,11,2,2,60604,7,90
11,171,30,383,15045.81,24031,10,5,1,60005,610,86
11,171,29,402,14758.79,19651,12,5,1,60612,930,59
11,171,86,181,1433428.84,26443,2,26,3,60638,673,86
11,171,15,132,41743.07,17676,23,7,0,60661,688,66
11,171,92,593,2102.5,32528,17,12,1,60696,654,12
11,161,95,341,20800,23815,18,7,0,60601,276,92
241,174,0,0,9952,33768,0,6,0,60612,154,14
11,181,19,29,2255.9,28245,11,12,1,60618,552,10
11,181,301,265,550,24932,3,5,1,60101,364,73
167,177,0,0,381.77,29564,1,2,2,60517,160,11
250,175,0,0,1010.19,34980,4,6,0,60640,996,15
11,181,29,76,1689.24,24027,10,5,1,60609,610,86
22,185,7,344,5036.32,43963,4,6,0,60644,913,30
22,174,100,999,4878.14,33689,0,6,0,90028,64,14
11,171,27,198,187.72,26775,12,5,1,60155,581,10
11,171,31,312,1089.66,25325,12,5,1,60608,418,84
11,181,28,261,219.68,29709,12,5,1,60176,822,11
250,175,0,0,9521.87,31485,4,6,0,60629,739,12
154,175,0,0,8909,46305,9,40,1,60501,476,13
11,171,28,113,81.9,20291,10,16,1,60636,645,66
11,181,27,711,34736.99,18086,10,16,1,33178,507,65
11,171,389,666,1516.46,28295,7,12,1,60628,538,10
11,181,28,27,1358.66,26235,10,16,1,60106,848,98
270,177,0,0,3411.28,51134,27,6,3,60610,171,12
22,175,5,936,5750.21,33582,4,6,0,60305,510,13
11,171,29,139,471.7,30545,12,12,1,60139,487,12
22,185,4,180,74274.09,73807,4,6,1,60608,201,71
250,175,0,0,7520.66,48793,4,6,0,60651,509,13
184,178,0,0,108546.51,32911,3,2,5,75373,689,12
11,171,301,479,1767.43,33447,2,3,1,60090,118,13
131,183,0,0,1900,32230,29,5,1,60654,459,12
11,171,389,811,147496.99,24782,2,3,1,60609,115,91
11,181,29,914,11132.97,24027,10,5,1,60609,610,86
11,171,18,600,7836.5,33718,0,0,0,60000,479,12
22,175,1,23,42664.99,33025,4,6,0,60661,955,12
22,185,6,482,74636.38,31999,4,6,0,60612,59,13
11,171,389,667,7319.38,47594,2,3,1,60630,282,13
250,165,0,0,22199.98,31348,4,6,0,60647,941,12
241,174,0,0,344.78,33691,0,6,0,60614,64,14
11,171,68,392,1187522.58,28821,0,0,0,60000,701,47
11,171,302,13,6389.4,26645,2,26,5,60622,803,98
22,184,101,611,8743.22,31766,16,6,0,60628,0,13
11,181,86,985,568084,30401,14,12,4,85038,558,12
22,185,2,615,3486.53,67466,4,6,1,60653,857,59
22,174,100,109,4286.59,33694,0,6,0,60610,65,14
22,175,6,867,795.43,31480,4,6,0,60628,739,12
250,175,0,0,27614.05,33332,4,6,0,60608,509,13
241,174,0,0,533.67,33732,0,6,0,60626,139,14
106,171,0,0,1091.47,19393,15,41,3,60197,798,37
250,165,0,0,3226.06,32291,4,6,0,60640,173,13
188,179,0,0,1988,26901,3,12,1,60455,208,92
123,162,0,0,2000,52077,6,7,0,60637,711,36
11,171,31,772,2728.25,29709,12,5,1,60176,822,11
11,171,31,857,406.94,12687,12,5,1,60616,767,37
11,181,42,849,2465.38,28775,0,0,0,60000,144,10
106,171,0,0,561.79,19393,15,41,3,60197,798,37
11,171,68,50,24.17,28296,7,12,1,11747,538,10
11,171,86,242,21857.5,26432,0,0,0,60000,851,88
138,184,0,0,447247.73,29707,12,7,0,60693,257,12
241,164,0,0,3751.04,31845,16,6,0,60604,18,13
11,181,42,699,7500,28520,12,12,1,60176,845,10
11,161,285,674,39262.9,27870,2,26,3,60631,334,10
22,185,400,500,1190,50202,9,6,3,60618,114,91
250,175,0,0,36143.95,26982,4,6,0,60608,223,11
11,171,90,797,16.99,33233,0,0,0,60000,300,10
11,171,388,834,78468.75,32638,0,0,0,60000,157,12
241,164,0,0,10823.92,30694,16,6,0,60694,747,12
11,171,87,673,206.85,30301,0,0,0,60000,834,11
22,185,400,779,2800,50295,9,6,3,60616,115,91
22,175,3,872,68938,31489,4,6,0,60644,739,12
11,171,42,427,248.61,33233,0,0,0,60000,300,10
131,163,0,0,439.5,30296,0,0,0,60000,834,11
22,185,5,342,14553.69,58901,4,6,0,60619,761,45
138,184,0,0,4125,68188,12,5,1,60428,119,31
11,161,24,451,31466.77,29924,2,3,1,60803,952,11
185,179,0,0,169.53,19393,15,41,3,60197,798,37
11,181,85,614,7162.56,33232,0,0,0,60000,508,10
11,171,42,73,61813,30050,28,5,1,60622,56,11
22,185,0,848,3152.67,67727,4,6,0,60624,169,60
11,171,93,314,3193.5,28355,2,3,1,60622,179,11
11,181,28,187,24575,37801,12,16,1,60106,354,12
157,176,0,0,6.45,19393,15,41,3,60197,798,37
11,181,86,633,7605,26138,0,0,0,60000,0,0
22,184,100,703,617.96,33758,0,6,0,60612,151,14
138,174,0,0,41188.27,29707,12,7,0,60693,257,12
22,185,1,106,14391.59,33336,4,6,0,60608,509,13
250,175,0,0,11122.63,59004,4,6,0,60620,869,46
11,181,27,2,315.18,33461,12,5,1,60614,447,12
11,181,27,447,3096.76,26824,6,7,0,60417,72,11
11,181,87,870,2.03,33233,0,0,0,60000,300,10
11,181,87,883,32.97,33233,0,0,0,60000,300,10
11,181,27,602,564.26,20336,10,16,1,60636,645,66
22,175,0,485,1282.05,28412,4,6,0,60606,850,11
11,181,87,723,1725,31005,17,5,1,46310,196,12
22,185,8,986,8449.27,67735,4,6,0,60624,169,60
22,185,5,786,1866.11,67652,4,6,0,60640,169,60
250,175,0,0,22307.75,33826,4,6,0,60640,510,13
11,181,17,657,199.15,33233,0,0,0,60000,300,10
22,185,3,774,20194.6,32006,4,6,0,60616,59,13
11,181,86,582,332.9,33233,0,0,0,60000,300,10
22,174,102,716,7569.56,33690,16,6,0,60601,64,14
138,184,0,0,897430.39,30223,12,7,0,53201,471,12
185,189,0,0,239182.05,53083,2,4,1,60084,437,19
11,171,303,212,1382.32,24027,10,5,1,60609,610,86
241,164,0,0,5562.98,33539,16,6,0,60608,764,13
11,171,87,83,1024.38,27564,3,5,1,60612,607,56
184,178,0,0,19612.99,18649,3,2,5,63102,339,63
154,185,0,0,908,46305,9,40,1,60501,476,13
254,165,0,0,3057.6,30873,9,6,3,60624,114,91
254,165,0,0,5142.71,30883,9,6,3,60629,87,90
138,174,0,0,247.5,29554,12,2,2,60540,56,11
185,179,0,0,3922.22,19393,15,41,3,60197,798,37
11,181,41,129,879.2,28295,7,12,1,60628,538,10
11,171,28,663,6690,29859,3,12,1,60628,818,10
11,181,85,567,524,47811,0,0,0,60000,764,13
188,179,0,0,183813.07,19343,11,2,3,68103,701,67
11,181,86,382,795520,27781,0,0,0,60000,939,10
11,161,24,956,3382.25,24932,3,5,1,60101,364,73
22,185,0,832,7371.03,64421,4,6,0,60617,509,13
167,187,0,0,27340,34446,1,23,2,60628,245,13
159,176,0,0,208.26,28640,17,5,4,98073,829,11
11,181,28,537,6767.69,29709,12,5,1,60176,822,11
11,171,89,102,4500,32461,7,5,1,60609,849,12
11,181,86,663,2010,32900,17,5,1,60177,848,12
11,171,32,7,2484.15,24027,10,5,1,60609,610,86
106,171,0,0,203.49,19393,15,41,3,60197,798,37
22,174,102,243,507.5,31738,16,6,0,60640,995,12
22,185,0,766,30318.26,33370,4,6,0,60630,508,13
11,171,27,383,3894.02,21860,10,16,1,60638,645,66
250,175,0,0,4254.7,33336,4,6,0,60608,509,13
157,176,0,0,372.88,19393,15,41,3,60197,798,37
22,184,101,992,7097.75,31799,16,6,0,60604,6,13
11,161,26,971,10488.11,27564,3,5,1,60612,607,56
22,185,2,904,99009.9,33328,4,6,0,60622,508,13
11,161,27,464,1007.3,28296,7,12,1,11747,538,10
22,185,7,445,6661.43,43864,4,6,0,60606,912,30
11,181,301,491,8892,28085,2,3,1,15108,895,10
188,179,0,0,808616.11,39293,11,1,1,60062,373,13
11,171,18,298,75520,29859,3,12,1,60628,818,10
131,163,0,0,2799.6,30525,0,0,0,60000,834,11
250,135,0,0,1099.42,27270,4,6,0,60602,244,11
11,171,32,147,2132,24845,6,5,1,60428,439,84
11,171,19,864,249563.33,29864,9,7,0,44122,324,12
22,175,0,683,22864.87,58905,4,6,0,60603,761,45
22,184,100,118,6961.64,32902,16,6,0,60602,356,13
11,161,85,622,1350.1,33232,0,0,0,60000,508,10
11,181,300,857,2184.52,24027,10,5,1,60609,610,86
11,171,68,581,20550,27782,0,0,0,60000,939,10
11,181,85,899,6658,33233,0,0,0,60000,300,10
22,185,400,242,2484.46,50247,9,6,3,60607,115,91
11,171,29,640,11313.96,21859,10,16,1,60636,645,66
22,185,7,24,12818.58,67677,4,6,0,60626,169,60
11,171,29,901,1824.8,20337,10,16,1,60609,645,66
11,171,28,392,923.89,26588,24,5,1,60642,590,85
22,185,1,486,9600,43861,4,6,0,60628,914,30
11,181,19,686,114.9,33233,0,0,0,60000,300,10
241,164,0,0,2172.98,37405,16,6,0,60640,530,18
11,161,19,38,63.67,24034,10,5,1,60185,610,86
241,164,0,0,32833.64,36727,16,6,0,60613,888,17
11,181,42,795,3245.34,63664,43,12,1,55044,673,12
250,175,0,0,53266.12,33354,4,6,0,60610,509,13
11,171,69,122,919.02,26916,3,12,1,60618,208,92
22,175,0,905,11067.18,58901,4,6,0,60619,761,45
22,175,4,379,15060.16,31303,4,6,0,60640,940,12
11,181,87,930,5.22,33233,0,0,0,60000,300,10
11,171,15,508,1161.55,33233,0,0,0,60000,300,10
11,171,303,385,54800,26231,0,26,3,60654,555,85
22,174,102,171,607.32,31701,0,6,0,60612,990,12
250,135,0,0,718.5,27270,4,6,0,60602,244,11
22,185,2,523,5857.54,33359,4,6,0,60622,508,13
11,181,86,468,8.99,33233,0,0,0,60000,300,10
11,161,18,505,1098.64,12687,12,5,1,60616,767,37
22,175,5,533,3000,61161,4,6,0,60612,549,13
11,181,28,16,260,26775,12,5,1,60155,581,10
11,171,28,404,789.19,21860,10,16,1,60638,645,66
11,171,300,248,127740.7,24050,2,26,3,60654,60,80
11,161,85,352,398.62,19755,12,12,1,60609,123,71
11,181,302,793,2576.73,29709,12,5,1,60176,822,11
157,186,0,0,141.89,19393,15,41,3,60197,798,37
250,175,0,0,2888.09,44018,4,6,1,60605,796,25
270,167,0,0,3125.81,31774,27,6,3,60640,171,12
11,171,18,415,9595.33,28296,7,12,1,11747,538,10
131,163,0,0,443.75,30300,0,0,0,60000,834,11
11,181,0,773,67335,29925,3,12,1,60628,137,11
123,172,0,0,2825,59686,6,7,0,60653,972,47
22,175,0,407,652.92,49727,4,6,0,60620,915,30
11,161,92,45,38528.89,17119,2,3,1,60623,2,60
22,175,3,732,18566.56,58904,4,6,0,60653,761,45
11,171,43,44,3442.9,33833,6,5,1,60616,22,13
11,181,19,67,78508.8,28636,11,12,1,60693,231,11
188,189,0,0,78560.33,32037,11,1,1,60656,984,11
22,185,6,271,18694.84,32004,4,6,0,60622,59,13
250,175,0,0,4260.52,31412,4,6,0,60607,946,12
11,171,29,665,9323.97,24027,10,5,1,60609,610,86
131,183,0,0,1751.75,30303,0,0,0,60000,834,11
22,185,1,100,38299.83,32007,4,6,0,60651,59,13
11,171,30,654,21262.51,27434,0,0,0,60000,593,10
184,178,0,0,654063.39,33623,3,1,1,60656,657,12
22,185,6,552,3142.83,68346,4,6,0,60643,781,60
11,181,27,302,334.95,48819,12,5,1,60477,85,13
22,175,4,653,211983.42,31543,4,6,0,60610,955,12
250,175,0,0,3669.88,31551,4,6,0,60661,728,12
22,185,400,399,1918.43,50012,9,6,3,60620,87,90
11,181,1,773,6379.6,28296,7,12,1,11747,538,10
22,185,3,300,6102.94,34973,4,6,0,60615,996,15
11,171,300,230,29635.2,26753,2,3,1,60439,431,10
184,148,0,0,34489.67,22199,3,1,1,60609,816,78
22,175,3,679,55625.73,58621,4,6,0,60612,761,45
11,161,86,252,9875,22966,0,3,1,60009,735,87
138,174,0,0,7846.08,19539,0,0,0,60000,519,65
11,181,28,192,185.58,19542,10,16,6,30384,143,71
188,189,0,0,23672.02,55713,11,1,1,60623,466,29
11,181,0,197,8650.95,33232,0,0,0,60000,508,10
250,165,0,0,32972.28,32011,4,6,0,60617,59,13
184,168,0,0,63152.19,28788,3,2,2,60517,937,10
241,174,0,0,1256.64,33699,0,6,0,60622,66,14
11,171,70,221,615.95,26901,3,12,1,60455,208,92
250,175,0,0,414.52,55613,4,6,0,60618,53,30
184,178,0,0,46023.62,27953,3,2,2,60604,776,97
11,171,29,432,1433.4,21860,10,16,1,60638,645,66
11,171,301,508,233.28,33232,0,0,0,60000,508,10
250,175,0,0,3230.72,44050,4,6,0,60617,53,30
11,171,18,560,8702.24,24512,11,12,1,60120,472,84
11,171,90,310,200000,3718,23,7,0,60605,736,17
138,174,0,0,1858043.85,29707,12,7,0,60693,257,12
22,175,400,9,4278,50008,9,6,3,60616,87,90
11,181,27,847,182.93,28296,7,12,1,11747,538,10
11,181,27,614,96,24845,6,5,1,60428,439,84
11,181,28,902,1763.52,20336,10,16,1,60636,645,66
11,171,43,16,345.57,28364,12,5,3,60678,380,10
22,184,100,727,9067.87,36319,0,6,0,60601,387,17
185,189,0,0,2354323.46,66065,13,4,1,60120,313,41
11,181,29,659,23218.6,24027,10,5,1,60609,610,86
11,171,302,385,38081.37,25098,2,26,5,60680,996,89
188,179,0,0,70688.66,19747,11,2,2,60606,942,69
22,175,1,197,13237.61,31467,4,6,0,60626,739,12
11,181,85,658,564.76,71018,16,7,0,60693,143,66
254,175,0,0,2841.21,50012,9,6,3,60620,87,90
250,145,0,0,5416.66,29214,4,6,0,60602,117,12
11,171,30,422,2720.06,33233,0,0,0,60000,300,10
11,171,390,112,3360,26449,2,3,1,60007,189,10
11,171,20,236,5618,24932,3,5,1,60101,364,73
11,171,94,91,56693.51,19651,12,5,1,60612,930,59
11,181,29,59,3383,74381,11,12,1,60609,552,50
250,175,0,0,5861.73,44001,4,6,1,60625,796,25
11,181,29,176,7928.19,24027,10,5,1,60609,610,86
241,174,0,0,1086.61,30694,16,6,0,60694,747,12
22,175,6,587,750,57477,4,6,0,60604,553,44
250,175,0,0,2774.44,44040,4,6,0,60606,53,30
138,184,0,0,81133.15,30741,11,15,1,60606,299,12
250,165,0,0,3256.67,31231,4,6,1,60615,937,12
11,181,1,569,28215.36,30909,3,12,1,60604,486,12
22,174,102,714,9266.8,33690,16,6,0,60601,64,14
11,171,300,870,10026.87,19852,13,26,5,60661,693,66
11,171,31,70,16367.94,18085,10,16,1,33178,138,61
138,174,0,0,295504.71,30741,11,15,1,60606,299,12
11,181,88,50,499.35,33233,0,0,0,60000,300,10
106,171,0,0,8577.22,19393,15,41,3,60197,798,37
250,175,0,0,2514.62,55595,4,6,0,60621,53,30
241,174,0,0,8686.85,33697,16,6,0,60660,65,14
11,181,85,165,27.99,33233,0,0,0,60000,300,10
241,174,0,0,222.35,31796,16,6,0,60606,5,13
250,165,0,0,2535.9,31188,4,6,0,60628,936,12
11,171,389,347,9121.2,15451,3,12,0,60803,958,39
22,185,5,348,4275.5,67502,4,6,0,60623,857,59
22,175,5,722,348.44,55126,4,6,0,60622,53,30
11,181,87,892,1437.03,71018,16,7,0,60693,143,66
127,183,0,0,181067.54,8363,18,7,0,50266,422,34
11,181,86,145,5389.55,33232,0,0,0,60000,508,10
157,176,0,0,282.56,19393,15,41,3,60197,798,37
250,175,0,0,3576.17,31425,4,6,0,60608,940,12
250,175,0,0,3227.83,31476,4,6,0,60629,739,12
22,174,101,164,5195.4,33544,16,6,0,60617,782,13
22,184,101,352,3143.24,72887,0,6,0,60657,542,69
11,161,92,47,539.8,33233,0,0,0,60000,300,10
22,185,3,750,57456.12,38275,4,6,0,60653,59,13
188,189,0,0,119760.17,33418,11,1,1,60609,46,13
22,184,100,921,1499.54,31768,16,6,0,60607,1,13
154,175,0,0,14356,47144,9,15,1,60501,476,13
11,181,86,540,297.56,33233,0,0,0,60000,300,10
