I1,I2,I3,I4,Amm,Contract,Dep,Sprc,PRC,ZIP,SPECcode,SpecNum,Result
11,171,67,210,1.12,33233,0,0,0,60000,300,10,1
11,171,42,862,2848.95,30296,0,0,0,60000,834,11,1
11,171,301,390,103418.39,32023,2,7,0,60601,82,13,1
11,161,18,453,7270.66,28364,12,5,3,60678,380,10,0
22,185,4,358,1666.66,34354,4,6,3,60640,109,15,1
22,185,400,582,2031.22,50224,9,6,3,60602,114,91,0
138,174,0,0,5533.5,30722,12,2,3,80129,471,12,1
11,181,15,432,60.98,33233,0,0,0,60000,300,10,1
11,171,302,112,57786.88,25933,2,3,1,60612,756,97,0
11,181,87,863,6.18,33233,0,0,0,60000,300,10,1
22,187,0,108,5066.17,51132,27,6,3,60639,171,12,1
11,171,18,538,4166.68,40894,9,7,0,60647,363,22,1
11,171,28,312,8462.12,41635,12,12,1,60604,175,12,0
250,175,0,0,2770.18,49029,4,6,1,60610,54,30,1
11,171,31,492,42558.32,12687,12,5,1,60616,767,37,0
11,181,1,334,197.94,33233,0,0,0,60000,300,10,1
22,184,101,932,3015.84,72956,0,6,0,60085,697,69,1
11,181,27,880,9152.11,19651,12,5,1,60612,930,59,0
11,181,302,99,808.62,33233,0,0,0,60000,300,10,1
11,171,31,962,1230.22,49569,12,5,1,60638,124,13,1
22,185,3,326,12272.73,44140,4,6,0,60661,913,30,1
131,173,0,0,180,30301,0,0,0,60000,834,11,1
11,171,87,327,399.48,33233,0,0,0,60000,300,10,1
270,177,0,0,1483.54,51169,27,6,3,60607,171,12,1
11,171,89,92,790.1,31862,5,12,1,60628,336,12,0
11,181,300,484,571937.23,46733,2,26,8,60603,333,11,0
11,181,300,110,1153.44,5432,0,0,0,60000,0,0,1
250,175,0,0,111524.84,28487,4,6,0,60610,850,11,1
131,163,0,0,135,21244,0,0,0,60000,589,75,1
184,178,0,0,28937.4,29937,3,1,1,60106,59,12,1
167,177,0,0,16550,34452,1,23,2,60631,245,13,0
184,188,0,0,126074.22,30017,3,1,1,60609,60,12,1
106,181,0,0,79.74,19393,15,41,3,60197,798,37,1
11,181,29,590,1386,32679,12,12,1,60693,751,12,1
11,171,88,571,101090.6,26231,0,26,3,60654,555,85,1
11,181,0,210,1835.45,29709,12,5,1,60176,822,11,1
184,168,0,0,51466.31,30015,3,1,1,60639,59,12,1
22,175,400,281,984.35,50241,9,6,3,60610,115,91,1
22,185,7,417,3500,43863,4,6,1,60606,914,30,1
22,185,400,90,3066.66,50257,9,6,3,60604,115,91,1
11,171,302,226,1554.88,40336,19,12,1,60477,312,13,1
11,171,21,108,2701.5,24932,3,5,1,60101,364,73,0
11,171,90,495,80.03,26588,24,5,1,60642,590,85,0
250,165,0,0,839.02,33027,4,6,0,60661,955,12,1
184,178,0,0,36007.45,32460,3,1,1,60462,918,12,1
158,186,0,0,122430.83,14026,0,0,0,60000,797,47,1
131,173,0,0,1900,32230,29,5,1,60654,459,12,1
11,181,302,799,794.56,76536,12,5,1,60143,756,30,1
11,171,28,747,223.29,28629,2,3,1,60630,175,11,0
22,175,1,372,6128.47,43659,4,6,0,60641,53,30,1
22,175,3,750,10225.72,33366,4,6,0,60617,508,13,1
11,171,19,310,112,24932,3,5,1,60101,364,73,0
184,168,0,0,181797.89,30569,3,1,1,60622,307,12,1
250,175,0,0,2976.66,28410,4,6,0,60621,850,11,1
11,181,85,157,16390,51904,0,0,0,60000,508,10,1
11,171,28,467,398.5,30544,12,5,1,60617,246,92,1
250,175,0,0,9609.87,32003,4,6,0,60608,59,13,1
11,181,29,7,186.8,19542,10,16,6,30384,143,71,1
11,171,93,396,99.79,30545,12,12,1,60139,487,12,0
184,168,0,0,55565.25,44375,3,2,3,60674,27,70,0
250,175,0,0,1645.83,31452,4,6,0,60640,729,12,1
11,171,87,636,266.32,33233,0,0,0,60000,300,10,1
11,161,25,15,11024.4,26775,12,5,1,60155,581,10,0
22,185,400,243,2031.22,50224,9,6,3,60602,114,91,0
250,175,0,0,1008.67,43698,4,6,1,60605,54,30,1
250,165,0,0,68848.35,33362,4,6,0,60606,508,13,1
270,167,0,0,4046.28,31733,27,6,3,60623,171,12,1
22,185,8,868,34747.5,43920,4,6,0,60608,430,31,1
22,185,8,698,142.22,65749,4,6,0,60000,113,57,1
22,174,102,532,7322.19,33701,0,6,0,60647,66,14,1
241,174,0,0,5136.34,34408,16,6,0,60622,170,15,1
184,178,0,0,19764.73,27076,3,2,3,97214,926,89,1
22,175,6,64,3402,33336,4,6,0,60608,509,13,1
250,175,0,0,11075.45,33336,4,6,0,60608,509,13,1
11,161,25,153,1299,28996,7,3,1,16803,260,11,1
11,181,300,941,4446.2,50459,2,3,0,11050,341,17,1
11,171,41,672,805.32,32528,17,12,1,60696,654,12,1
11,171,68,866,7190,31862,5,12,1,60628,336,12,0
11,171,21,10,550,26077,0,0,0,60000,608,96,1
22,185,4,150,2923.03,67545,4,6,0,60637,857,59,0
11,171,31,362,143.52,26235,10,16,1,60106,848,98,1
11,161,18,315,715.23,19542,10,16,6,30384,143,71,1
11,171,27,238,279.9,28908,12,5,4,60056,287,11,0
11,171,30,145,22196.3,24027,10,5,1,60609,610,86,1
250,175,0,0,14790,32328,4,6,0,60644,173,13,1
184,188,0,0,74369.94,27953,3,2,2,60604,776,97,1
241,174,0,0,1665.94,31805,16,6,0,60622,6,13,1
11,171,17,894,978.98,41708,12,12,1,60638,946,12,1
11,181,88,170,2.85,33233,0,0,0,60000,300,10,1
11,181,302,436,351.36,30545,12,12,1,60139,487,12,0
11,171,87,317,81.03,33233,0,0,0,60000,300,10,1
188,179,0,0,344321.36,27721,11,1,1,60623,212,11,1
138,174,0,0,1590879.09,29707,12,7,0,60693,257,12,1
241,164,0,0,15031.33,32392,16,6,0,60612,181,13,0
11,171,43,119,4539.41,28775,0,0,0,60000,144,10,1
11,171,300,979,10073696.86,28603,2,26,5,60173,372,11,1
11,181,20,464,67171.08,33454,11,12,1,21275,824,12,1
11,171,30,83,6740.51,32413,3,5,1,60612,16,12,1
250,175,0,0,2946.69,31439,4,6,0,60612,729,12,1
22,175,4,229,924.98,31188,4,6,0,60628,936,12,1
11,171,40,87,110302.8,12687,12,5,1,60616,767,37,0
11,171,31,565,740.78,30545,12,12,1,60139,487,12,0
250,175,0,0,1679.74,48790,4,6,0,60603,509,13,1
22,185,8,379,12135,33599,4,6,0,60620,510,13,1
11,181,20,250,42913.93,29653,11,12,1,60604,415,10,1
22,175,4,30,1830,44024,4,6,1,60610,796,25,1
11,181,87,545,1426.08,32123,17,12,1,60176,484,12,0
11,181,87,668,9400,28114,17,17,4,43271,188,11,1
11,171,69,116,4806.66,28296,7,12,1,11747,538,10,1
11,171,42,731,2569.56,28364,12,5,3,60678,380,10,0
250,165,0,0,632.19,31396,4,6,0,60641,940,12,1
188,189,0,0,9849.57,24392,11,2,2,60532,7,90,1
11,181,29,58,265.25,33461,12,5,1,60614,447,12,1
11,181,41,698,8880,28296,7,12,1,11747,538,10,1
22,174,102,237,507.5,31738,16,6,0,60640,995,12,0
188,169,0,0,113275.68,28011,11,1,1,60623,280,11,1
11,171,68,896,1081.74,26901,3,12,1,60455,208,92,1
184,178,0,0,454.78,26684,3,7,0,60612,967,10,1
11,181,42,818,2663.11,28775,0,0,0,60000,144,10,1
11,161,27,628,6650,33232,0,0,0,60000,508,10,1
22,185,1,32,5531.66,67736,4,6,0,60624,169,60,1
11,181,87,706,79.77,30871,11,12,1,60639,882,11,1
22,175,0,552,15819.18,33363,4,6,0,60608,508,13,1
11,171,31,50,9487.22,38641,12,5,1,55425,414,10,0
241,174,0,0,182.04,33547,16,6,0,60616,789,13,1
250,175,0,0,85361.52,33358,4,6,0,60625,508,13,0
22,185,400,212,2649.07,50258,9,6,3,60622,115,91,1
241,164,0,0,1703.09,33748,0,6,0,60622,146,14,1
131,173,0,0,867,30297,0,0,0,60000,834,11,1
138,174,0,0,31853,29707,12,7,0,60693,257,12,1
188,169,0,0,2655,32521,11,1,1,60656,973,12,1
22,184,101,773,3143.67,72956,0,6,0,60085,697,69,1
11,171,31,839,1500.29,39071,12,16,1,60525,354,12,1
241,164,0,0,1226.63,33545,16,6,0,60622,784,13,1
11,171,91,544,100.8,30545,12,12,1,60139,487,12,0
11,171,19,26,4671.88,24512,11,12,1,60120,472,84,0
11,171,91,896,22629.6,57534,18,7,0,60000,164,45,1
11,171,301,633,88087.23,14731,2,3,1,60610,318,53,0
11,171,91,510,66.58,33233,0,0,0,60000,300,10,1
250,175,0,0,33047.15,32000,4,6,0,60603,59,13,1
250,175,0,0,7426,43694,4,6,1,60622,54,30,1
11,171,300,586,2988,27736,2,26,4,63132,666,10,1
11,161,95,927,53.94,33233,0,0,0,60000,300,10,1
11,161,27,224,18315,24084,2,3,1,60630,408,84,0
11,181,15,734,1228,29859,3,12,1,60628,818,10,1
11,171,28,849,114467.13,24034,10,5,1,60185,610,86,1
22,175,6,790,8559.12,48793,4,6,0,60651,509,13,1
11,181,41,872,15389.5,16471,0,0,0,60000,700,57,1
11,161,85,782,90478,14731,2,3,1,60610,318,53,0
11,171,88,863,129363.59,30370,13,26,5,75373,701,27,0
11,171,88,325,79.8,33233,0,0,0,60000,300,10,1
22,185,5,692,7500,44160,4,6,0,60647,914,30,1
138,184,0,0,13787.69,30547,0,19,0,10538,615,12,0
11,171,30,444,13878,17742,10,16,1,60609,902,59,0
11,171,27,702,1681.92,21859,10,16,1,60636,645,66,0
22,185,4,702,2024.63,67732,4,6,0,60624,169,60,1
11,171,30,774,1795.75,24035,10,5,1,60628,610,86,0
22,184,100,97,852.16,33689,0,6,0,90028,64,14,1
11,171,28,669,7306.44,24026,10,5,1,60415,610,86,0
138,164,0,0,406.74,19550,12,7,0,60062,263,72,0
22,174,102,460,576,57470,0,6,0,60612,51,45,1
11,171,22,378,1405.5,30301,0,0,0,60000,834,11,1
188,179,0,0,251669.7,55717,11,1,1,60623,466,29,1
11,171,93,436,10438.6,19651,12,5,1,60612,930,59,0
254,175,0,0,2031.28,50224,9,6,3,60602,114,91,0
167,177,0,0,15410,34459,1,23,2,60612,245,13,1
11,181,300,298,2422.36,28295,7,12,1,60628,538,10,0
11,181,29,254,11904.93,19755,12,12,1,60609,123,71,0
11,171,86,765,20975.78,26901,3,12,1,60455,208,92,1
138,174,0,0,8272.43,67785,0,19,0,60164,182,60,0
11,171,90,621,236410,20935,0,0,0,60000,854,68,1
11,181,86,466,869.31,16761,0,0,0,60000,159,61,1
22,175,2,659,5677.78,43680,4,6,1,60610,55,30,1
11,171,300,501,74373.03,28629,2,3,1,60630,175,11,0
11,171,87,522,3000,56163,14,18,1,60162,929,38,0
22,175,4,466,14346.58,49410,4,6,0,10173,955,12,1
184,188,0,0,44008.76,29937,3,1,1,60106,59,12,1
11,181,86,155,715,32564,19,5,1,60803,16,12,1
22,174,102,564,6652.23,33733,16,6,0,60613,139,14,0
22,184,102,289,676.4,33522,16,6,0,60613,755,13,1
131,183,0,0,177.65,30300,0,0,0,60000,834,11,1
11,171,88,206,1125,30586,14,12,1,60477,994,11,0
22,175,4,932,7977.38,58891,4,6,0,60624,626,46,1
138,174,0,0,6241.54,29555,12,2,2,60606,56,11,1
22,185,8,47,89.34,58796,4,6,0,60619,626,46,1
158,186,0,0,8941.72,19393,15,41,3,60197,798,37,1
22,175,4,14,9000,31224,4,6,0,60621,938,12,0
250,175,0,0,1161.86,43856,4,6,1,60626,796,25,1
11,171,31,929,10211.57,24027,10,5,1,60609,610,86,1
22,185,6,631,5275,55790,4,6,0,60623,53,30,1
11,171,69,474,1064.2,36561,0,0,0,60000,509,12,1
11,181,41,599,30.46,33233,0,0,0,60000,300,10,1
250,175,0,0,8787.76,31998,4,6,0,60653,59,13,1
11,171,40,112,219.25,33233,0,0,0,60000,300,10,1
22,175,2,824,3773.46,33990,4,6,0,60640,571,14,1
11,171,20,596,5950.77,32341,7,5,1,60617,325,12,0
250,175,0,0,3471.07,55266,4,6,0,60610,53,30,1
11,181,29,148,604.74,17835,10,16,1,60505,902,59,1
11,161,18,646,2274.3,32528,17,12,1,60696,654,12,1
11,171,16,104,6169.92,26994,12,5,1,60055,303,93,1
22,175,0,860,-21.21,37613,4,6,0,60606,510,13,1
22,175,2,704,1837.93,34967,4,6,0,60610,996,15,1
11,171,15,976,5651,29859,3,12,1,60628,818,10,1
138,174,0,0,786.42,28429,12,15,1,60631,583,11,1
11,181,41,306,111.87,26588,24,5,1,60642,590,85,0
22,175,6,392,6503.79,31374,4,6,0,60647,941,12,1
11,171,27,175,14841,26598,0,0,0,60000,248,92,1
22,185,2,606,3108.6,55126,4,6,0,60622,53,30,1
11,161,95,564,2500,40895,9,7,0,60653,365,22,1
250,165,0,0,2159.46,33901,4,6,0,60008,938,12,1
106,171,0,0,35.24,20293,0,0,0,60000,285,62,1
22,185,2,51,5138.12,44211,4,6,0,60608,53,30,1
11,181,16,589,82.6,30871,11,12,1,60639,882,11,1
11,171,28,395,45,33233,0,0,0,60000,300,10,1
184,178,0,0,205706.16,32911,3,2,5,75373,689,12,1
22,185,4,24,3588.3,67556,4,6,0,60604,857,59,1
22,187,0,252,2229.16,51157,27,6,3,60637,171,12,1
11,161,86,59,716.56,24027,10,5,1,60609,610,86,1
241,164,0,0,5103.59,31772,16,6,0,60612,1,13,1
11,181,85,983,23995.2,24512,11,12,1,60120,472,84,0
11,181,301,616,23930.67,29173,2,7,0,60000,164,12,1
241,174,0,0,2152.37,42041,16,6,0,60637,627,23,0
138,184,0,0,17695.36,32968,12,2,2,60622,793,12,1
11,181,29,729,6496.54,29709,12,5,1,60176,822,11,1
11,181,0,224,227.25,41708,12,12,1,60638,946,12,1
11,181,17,71,687.52,27033,2,3,1,60631,595,10,0
22,187,0,513,1796.28,51122,27,6,3,60647,171,12,1
22,174,100,565,5719.79,31704,0,6,0,60640,990,12,0
11,171,303,395,72829.02,19539,0,0,0,60000,519,65,1
22,185,400,30,1234.04,50211,9,6,3,60622,114,91,1
11,181,27,711,154448.49,18086,10,16,1,33178,507,65,0
241,164,0,0,6790.55,36728,0,6,0,60612,888,17,0
11,161,86,30,1061584.04,26600,2,26,3,60638,722,87,1
11,171,90,828,288.09,33233,0,0,0,60000,300,10,1
241,164,0,0,2324.74,33687,16,6,0,60608,64,14,1
184,188,0,0,13911.46,30015,3,1,1,60639,59,12,1
106,171,0,0,14265,19393,15,41,3,60197,798,37,1
138,184,0,0,60046.02,19550,12,7,0,60062,263,72,0
250,175,0,0,8005.29,31498,4,6,0,60640,953,12,1
11,181,88,55,126.52,33233,0,0,0,60000,300,10,1
131,173,0,0,500.5,30303,0,0,0,60000,834,11,1
11,161,18,866,1880.17,19755,12,12,1,60609,123,71,0
11,181,300,125,37338.88,63417,2,3,1,60018,498,37,1
11,171,89,928,748.75,41933,12,12,1,60090,946,12,1
11,171,41,310,81.7,18916,24,5,1,91107,510,65,0
11,181,28,741,4747,17739,10,16,1,60137,126,61,1
250,175,0,0,1784.12,30628,4,6,0,60661,700,12,1
11,171,388,779,68114.54,5432,0,0,0,60000,0,0,1
185,179,0,0,2511877.68,41567,13,4,1,60607,309,16,0
245,175,0,0,2976.7,51176,27,6,0,60604,265,35,1
22,185,400,183,2706.13,50124,9,6,3,60622,87,90,1
11,171,300,731,14800,55762,2,3,1,60607,195,18,1
188,189,0,0,140638.7,28007,11,1,1,60609,458,11,1
188,179,0,0,16564.19,24393,11,2,2,60611,7,90,1
11,171,89,124,378.99,33232,0,0,0,60000,508,10,1
184,178,0,0,675.2,29937,3,1,1,60106,59,12,1
106,171,0,0,121.71,19393,15,41,3,60197,798,37,1
106,181,0,0,1426.27,20293,0,0,0,60000,285,62,1
11,161,95,474,3428.04,32983,11,12,1,60604,671,12,1
11,181,41,429,9950,24259,22,12,1,60693,6,90,0
11,161,23,374,1395.62,26645,2,26,5,60622,803,98,1
11,171,302,667,43.98,33233,0,0,0,60000,300,10,1
184,168,0,0,39528.97,29742,3,15,1,60656,935,11,1
106,181,0,0,19118.45,20293,0,0,0,60000,285,62,1
22,177,0,385,6232.47,51117,27,6,3,60625,171,12,1
154,175,0,0,7890,47144,9,15,1,60501,476,13,1
184,178,0,0,9645.51,32249,3,2,2,60613,494,11,1
11,171,90,387,96720.75,33232,0,0,0,60000,508,10,1
241,164,0,0,5549.18,33699,0,6,0,60622,66,14,0
131,173,0,0,775.85,30525,0,0,0,60000,834,11,1
11,181,87,825,49.98,33233,0,0,0,60000,300,10,1
11,171,29,844,2831.24,31001,11,12,1,60609,681,11,0
22,175,0,208,62650.74,57421,4,6,0,60602,53,30,1
11,161,21,588,16974.21,23883,2,26,5,60606,938,79,1
11,181,17,870,166.1,30871,11,12,1,60639,882,11,1
22,185,4,939,3306.37,67502,4,6,0,60623,857,59,0
11,171,89,471,1457.96,51904,0,0,0,60000,508,10,1
11,171,41,158,665.8,33233,0,0,0,60000,300,10,1
22,165,0,28,56.01,48794,4,6,0,60628,509,13,0
11,181,27,626,6866,28520,12,12,1,60176,845,10,1
11,171,91,38,260.97,33233,0,0,0,60000,300,10,1
11,181,18,140,615965.66,34921,0,0,0,60000,502,13,1
250,175,0,0,1333.32,43850,4,6,1,60619,796,25,1
11,171,28,54,242.6,30545,12,12,1,60139,487,12,0
184,168,0,0,40231.14,44315,3,2,2,60674,423,94,0
11,171,86,584,9.98,33233,0,0,0,60000,300,10,1
254,165,0,0,4716.54,30919,9,6,3,60618,115,91,1
22,175,5,684,3684.05,44001,4,6,1,60625,796,25,1
106,171,0,0,2068.5,19393,15,41,3,60197,798,37,1
241,134,0,0,2381.59,27622,16,6,0,60622,430,11,1
138,164,0,0,76022.21,30223,12,7,0,53201,471,12,1
241,114,0,0,8466.72,17905,16,6,0,60647,762,67,1
11,171,300,618,492.15,40336,19,12,1,60477,312,13,1
11,181,28,437,627.84,41635,12,12,1,60604,175,12,0
22,175,6,276,12552.26,31329,4,6,0,60657,940,12,1
11,171,29,398,18.76,26588,24,5,1,60642,590,85,0
11,171,87,677,756,37504,0,0,0,60000,909,11,1
11,181,41,511,14841,26598,0,0,0,60000,248,92,1
188,189,0,0,188252.36,37810,11,1,1,60062,373,13,0
106,171,0,0,1254.05,19393,15,41,3,60197,798,37,1
131,173,0,0,1900,32230,29,5,1,60654,459,12,1
11,181,300,217,18235.1,23031,2,22,1,52627,603,86,0
11,171,94,144,687.5,60210,11,12,1,60611,508,13,1
22,175,4,158,3885.9,65745,4,6,0,60612,53,30,1
106,171,0,0,211,19393,15,41,3,60197,798,37,1
11,171,29,591,4846.43,28296,7,12,1,11747,538,10,1
11,171,93,646,29511.29,26538,2,3,1,60634,409,10,1
22,184,100,710,2510.9,33758,0,6,0,60612,151,14,1
11,171,16,611,810,26313,7,5,1,60411,740,97,0
11,181,29,696,6468.7,24027,10,5,1,60609,610,86,1
22,185,8,312,69967.76,73807,4,6,1,60608,201,71,1
167,177,0,0,3000,34459,1,23,2,60612,245,13,1
11,171,20,430,217.52,30871,11,12,1,60639,882,11,1
11,181,19,693,16280,33262,11,5,1,46342,346,12,1
22,175,0,979,416.66,34967,4,6,0,60610,996,15,1
11,181,21,0,41976.95,22978,48,7,0,60602,42,90,0
11,181,300,507,9730.35,24518,10,5,1,60609,126,81,1
250,175,0,0,3081.56,37797,4,6,0,60647,984,18,1
11,171,30,408,66456.91,19651,12,5,1,60612,930,59,0
22,175,3,549,659.23,31999,4,6,0,60612,59,13,1
11,171,17,339,7250,3718,23,7,0,60605,736,17,1
11,171,303,234,52899.84,14731,2,3,1,60610,318,53,0
11,171,93,589,9568.96,33232,0,0,0,60000,508,10,1
11,181,0,475,28308.3,30545,12,12,1,60139,487,12,0
11,161,92,83,2689.92,24483,2,3,1,60641,354,83,0
22,174,101,726,828.83,31700,0,6,0,60612,990,12,1
188,189,0,0,72215.12,28002,11,2,2,20151,7,90,0
22,175,400,333,2440.52,50008,9,6,3,60616,87,90,1
250,175,0,0,19307,33371,4,6,0,60612,508,13,1
22,185,0,140,5191.87,58628,4,6,0,60616,761,45,1
11,181,19,578,14043.94,24512,11,12,1,60120,472,84,0
11,171,68,20,86.87,33233,0,0,0,60000,300,10,1
11,171,17,191,12700.6,24932,3,5,1,60101,364,73,0
22,175,7,148,158.71,34976,4,6,0,60610,996,15,1
11,181,28,223,12402.04,21859,10,16,1,60636,645,66,0
11,181,1,625,1660,24835,2,5,1,46406,957,79,1
241,174,0,0,6839.92,31801,16,6,0,60616,6,13,0
22,175,5,560,24531.39,58912,4,6,0,60623,761,45,1
11,171,93,307,42900,28466,0,0,0,60000,298,10,1
184,178,0,0,129242.16,28883,3,2,2,60689,116,11,0
22,184,100,956,4292,50703,0,6,0,60461,708,34,1
241,164,0,0,168.01,33687,16,6,0,60608,64,14,1
158,186,0,0,243449.76,14026,0,0,0,60000,797,47,1
11,171,28,904,6375.94,32564,19,5,1,60803,16,12,1
250,175,0,0,917.13,52755,4,6,0,60612,510,13,1
11,171,94,219,17.11,33233,0,0,0,60000,300,10,1
11,171,303,178,8481.2,35679,2,22,1,60617,145,13,1
131,173,0,0,1042.1,30298,0,0,0,60000,834,11,1
241,174,0,0,4841.53,31762,16,6,0,60614,999,12,0
11,171,41,473,346.75,30301,0,0,0,60000,834,11,1
250,165,0,0,2916.87,31304,4,6,0,60620,940,12,1
11,171,29,588,32472.96,24040,10,5,1,60612,610,86,0
184,178,0,0,9091.27,30533,3,2,2,60606,687,11,1
11,181,301,92,16487.44,26648,2,26,5,60661,803,98,1
250,145,0,0,4444.01,29340,4,6,0,60622,117,12,1
22,177,0,163,2519.79,51153,27,6,3,60617,171,12,1
11,181,28,362,52169.5,22324,12,5,6,60056,985,69,0
11,161,25,86,24110.08,24512,11,12,1,60120,472,84,0
250,175,0,0,28644.79,33363,4,6,0,60608,508,13,1
11,171,92,722,6402,26158,12,5,1,60661,394,83,1
11,171,68,838,39.48,33233,0,0,0,60000,300,10,1
11,181,20,132,344.91,30043,7,12,1,40285,219,82,0
250,175,0,0,5735.94,55596,4,6,0,60623,53,30,1
11,171,388,922,1271.7,28296,7,12,1,11747,538,10,1
250,175,0,0,1477.06,50509,4,6,1,60621,796,25,1
11,171,16,256,3943.62,24512,11,12,1,60120,472,84,0
11,171,27,929,1970.53,49569,12,5,1,60638,124,13,1
11,171,301,614,1879.53,19852,13,26,5,60661,693,66,0
11,171,19,504,319.96,6970,18,7,0,60062,964,29,0
241,164,0,0,1414.81,33697,16,6,0,60660,65,14,1
11,171,300,518,82.58,22875,2,26,5,60616,975,79,1
250,175,0,0,4062.14,43695,4,6,1,60618,54,30,1
11,171,67,936,3450.2,30296,0,0,0,60000,834,11,1
106,181,0,0,7215.73,19393,15,41,3,60197,798,37,1
241,164,0,0,2008.02,33687,16,6,0,60608,64,14,1
11,171,93,567,3017.55,24932,3,5,1,60101,364,73,0
11,181,86,699,399.48,33233,0,0,0,60000,300,10,1
22,175,0,427,1133.06,34966,4,6,0,60603,996,15,1
11,181,0,736,390,32564,19,5,1,60803,16,12,1
11,171,92,24,43.98,33233,0,0,0,60000,300,10,1
11,171,31,932,317.58,31001,11,12,1,60609,681,11,0
11,171,87,77,572.68,28296,7,12,1,11747,538,10,1
11,161,23,334,155.78,30986,17,12,1,60177,444,12,0
11,171,390,22,113.84,31948,17,5,1,60604,36,12,1
241,174,0,0,12368.43,31680,16,6,0,60613,986,12,1
22,185,7,379,15522.73,58873,4,6,0,60640,761,45,1
11,181,0,713,89.7,32564,19,5,1,60803,16,12,1
250,175,0,0,8996.59,31492,4,6,0,60630,953,12,0
11,171,68,999,1477.31,33233,0,0,0,60000,300,10,1
22,185,2,646,17090.16,33364,4,6,0,60639,508,13,0
250,165,0,0,9982.73,31526,4,6,1,60640,952,12,1
11,171,31,681,15854.5,24027,10,5,1,60609,610,86,1
22,177,0,398,1600,51161,27,6,3,60609,171,12,1
184,188,0,0,1691.09,30014,3,1,1,60106,59,12,1
184,178,0,0,160896.6,30014,3,1,1,60106,59,12,1
106,181,0,0,3733.91,20293,0,0,0,60000,285,62,1
11,171,93,847,15300,28158,18,7,0,60634,714,11,1
250,175,0,0,4655,43924,4,6,0,60619,430,31,1
11,181,19,183,649,27033,2,3,1,60631,595,10,0
11,181,28,963,384.72,24027,10,5,1,60609,610,86,1
241,174,0,0,19720.84,50439,16,6,0,60608,183,34,1
11,171,18,159,25356,24512,11,12,1,60120,472,84,0
11,161,18,965,24851.95,18925,10,16,1,60612,902,59,0
22,184,101,954,2869.03,72952,0,6,0,60613,691,69,1
11,181,85,81,1056.5,28109,14,12,1,53594,185,11,0
11,171,92,974,9694.24,30633,0,0,0,60000,644,11,1
22,185,6,933,41771.62,58889,4,6,0,60651,626,46,1
11,171,389,257,34873,21694,14,12,1,60000,450,74,0
22,175,1,583,5484.26,33359,4,6,0,60622,508,13,1
11,171,87,207,1485,30545,12,12,1,60139,487,12,0
11,171,29,994,913.34,19542,10,16,6,30384,143,71,1
185,189,0,0,9250.1,26638,2,26,5,63102,805,98,1
11,181,19,696,1960,29120,11,5,1,60130,970,99,1
250,165,0,0,2228.19,33336,4,6,0,60608,509,13,1
22,175,2,47,16414.55,31438,4,6,0,60606,729,12,1
11,171,31,12,220,24519,10,5,1,60133,126,81,1
11,181,29,172,5,33233,0,0,0,60000,300,10,1
254,175,0,0,1722.39,50126,9,6,3,60616,87,90,1
11,171,302,732,18452.09,25933,2,3,1,60612,756,97,0
11,171,32,214,7319.34,26158,12,5,1,60661,394,83,1
11,161,92,142,29177.1,25933,2,3,1,60612,756,97,0
11,171,71,178,1069.2,33469,12,12,1,60609,826,12,1
188,169,0,0,54642.94,28002,11,2,2,20151,7,90,0
154,185,0,0,887,46305,9,40,1,60501,476,13,1
11,171,77,768,27010,27765,0,0,0,60000,939,10,1
22,185,4,658,5203.45,43843,4,6,0,60614,914,30,1
11,181,27,900,2591.1,26158,12,5,1,60661,394,83,1
250,175,0,0,941,48793,4,6,0,60651,509,13,1
11,181,29,765,7480.62,70751,12,5,12,60445,767,37,0
11,181,29,534,11.25,33233,0,0,0,60000,300,10,1
22,175,400,47,2533.07,50188,9,6,3,60640,114,91,1
22,175,1,187,6048,43846,4,6,0,60616,914,30,1
22,184,101,303,13046.62,42046,16,6,0,60613,632,23,1
11,171,90,881,577.1,33233,0,0,0,60000,300,10,1
11,171,389,671,85251.01,14731,2,3,1,60610,318,53,0
11,161,27,10,320.1,33233,0,0,0,60000,300,10,1
11,171,29,303,4939.91,49569,12,5,1,60638,124,13,1
138,174,0,0,792.5,28430,12,15,1,60631,583,11,1
11,181,86,932,13.89,33233,0,0,0,60000,300,10,1
11,181,27,819,1084.05,18344,10,16,1,60415,902,59,1
22,175,4,393,11874.47,33361,4,6,0,60607,508,13,1
11,171,17,737,237.93,33233,0,0,0,60000,300,10,1
22,187,0,68,2083.32,51139,27,6,3,60613,171,12,1
11,171,30,964,4294.45,21974,10,16,1,60641,645,66,0
241,174,0,0,4464.68,33752,0,6,0,60612,149,14,0
157,176,0,0,14288.85,19393,15,41,3,60197,798,37,1
11,181,43,105,3553.74,28775,0,0,0,60000,144,10,1
188,179,0,0,297676.93,33609,11,1,1,60622,45,13,1
184,178,0,0,56781.54,26942,3,2,3,60601,192,81,0
11,171,20,268,11516.48,24512,11,12,1,60120,472,84,0
11,171,88,10,549.7,33233,0,0,0,60000,300,10,1
250,175,0,0,22738.46,43072,4,6,0,60603,988,24,1
11,171,69,168,462,33233,0,0,0,60000,300,10,1
11,171,86,728,58.75,32528,17,12,1,60696,654,12,1
11,181,1,563,5.32,33233,0,0,0,60000,300,10,1
22,185,2,211,5444.78,28421,4,6,0,60608,850,11,0
11,161,19,53,32393.13,19651,12,5,1,60612,930,59,0
11,161,85,265,14126.22,33717,0,0,0,60000,479,12,1
